gene,stress,reasonable_term
Solyc04g078820,salt,true
Solyc04g078840,salt,true
Solyc04g079200,salt,true
Solyc04g079820,salt,true
Solyc04g079980,salt,true
Solyc04g080010,salt,true
Solyc04g080450,salt,true
Solyc04g080510,salt,true
Solyc04g080570,salt,true
Solyc04g080660,salt,true
Solyc04g080680,salt,true
Solyc04g080730,salt,true
Solyc04g080873,salt,true
Solyc04g080940,salt,true
Solyc04g080960,salt,true
Solyc04g080990,salt,true
Solyc04g081090,salt,true
Solyc04g081400,salt,true
Solyc04g081490,salt,true
Solyc04g081550,salt,true
Solyc04g081570,salt,true
Solyc04g082860,salt,true
Solyc04g150139,salt,true
Solyc05g005080,salt,true
Solyc05g005280,salt,true
Solyc05g005290,salt,true
Solyc05g005820,salt,true
Solyc05g006030,salt,true
Solyc05g006520,salt,true
Solyc05g006730,salt,true
Solyc05g006740,salt,true
Solyc05g006750,salt,true
Solyc05g006980,salt,true
Solyc05g007300,salt,true
Solyc05g007940,salt,true
Solyc05g007950,salt,true
Solyc05g008050,salt,true
Solyc05g008250,salt,true
Solyc05g008260,salt,true
Solyc05g008600,salt,true
Solyc05g008640,salt,true
Solyc05g009030,salt,true
Solyc05g010260,salt,true
Solyc05g011860,salt,true
Solyc05g012070,salt,true
Solyc05g012160,salt,true
Solyc05g012180,salt,true
Solyc05g012420,salt,true
Solyc05g012480,salt,true
Solyc05g012500,salt,true
Solyc05g013050,salt,true
Solyc05g013070,salt,true
Solyc05g013220,salt,true
Solyc05g013380,salt,true
Solyc05g013820,salt,true
Solyc05g014160,salt,true
Solyc05g014200,salt,true
Solyc05g014470,salt,true
Solyc05g014760,salt,true
Solyc05g015060,salt,true
Solyc05g015300,salt,true
Solyc05g015610,salt,true
Solyc05g018520,salt,true
Solyc05g018760,salt,true
Solyc05g021090,salt,true
Solyc05g025680,salt,true
Solyc05g025820,salt,true
Solyc05g026210,salt,true
Solyc05g026540,salt,true
Solyc05g046010,salt,true
Solyc05g046020,salt,true
Solyc05g046030,salt,true
Solyc05g046340,salt,true
Solyc05g047600,salt,true
Solyc05g047690,salt,true
Solyc05g048760,salt,true
Solyc05g049970,salt,true
Solyc05g050130,salt,true
Solyc05g050560,salt,true
Solyc05g050590,salt,true
Solyc05g050970,salt,true
Solyc05g051050,salt,true
Solyc05g051320,salt,true
Solyc05g051510,salt,true
Solyc05g051870,salt,true
Solyc05g051875,salt,true
Solyc05g052050,salt,true
Solyc05g052100,salt,true
Solyc05g052850,salt,true
Solyc05g052880,salt,true
Solyc05g052890,salt,true
Solyc05g052960,salt,true
Solyc05g053020,salt,true
Solyc05g053040,salt,true
Solyc05g053140,salt,true
Solyc05g053210,salt,true
Solyc05g053310,salt,true
Solyc05g053330,salt,true
Solyc05g053420,salt,true
Solyc05g053530,salt,true
Solyc05g053540,salt,true
Solyc05g053570,salt,true
Solyc05g053590,salt,true
Solyc05g053600,salt,true
Solyc05g053610,salt,true
Solyc05g053740,salt,true
Solyc05g053780,salt,true
Solyc05g053820,salt,true
Solyc05g053860,salt,true
Solyc05g054060,salt,true
Solyc05g054240,salt,true
Solyc05g054410,salt,true
Solyc05g054490,salt,true
Solyc05g054580,salt,true
Solyc05g054700,salt,true
Solyc05g054830,salt,true
Solyc05g055030,salt,true
Solyc05g055150,salt,true
Solyc05g055160,salt,true
Solyc05g055410,salt,true
Solyc05g056230,salt,true
Solyc05g056250,salt,true
Solyc05g056490,salt,true
Solyc05g056550,salt,true
Solyc05g150130,salt,true
Solyc05g160500,salt,true
Solyc06g005020,salt,true
Solyc06g005150,salt,true
Solyc06g005160,salt,true
Solyc06g005240,salt,true
Solyc06g005310,salt,true
Solyc06g005330,salt,true
Solyc06g005490,salt,true
Solyc06g005590,salt,true
Solyc06g005630,salt,true
Solyc06g005750,salt,true
Solyc06g005910,salt,true
Solyc06g005940,salt,true
Solyc06g006110,salt,true
Solyc06g007240,salt,true
Solyc06g007490,salt,true
Solyc06g007650,salt,true
Solyc06g007670,salt,true
Solyc06g008590,salt,true
Solyc06g008820,salt,true
Solyc06g008870,salt,true
Solyc06g009020,salt,true
Solyc06g009040,salt,true
Solyc06g009280,salt,true
Solyc06g009290,salt,true
Solyc06g009400,salt,true
Solyc06g009410,salt,true
Solyc06g009540,salt,true
Solyc06g009660,salt,true
Solyc06g009790,salt,true
Solyc06g019170,salt,true
Solyc06g033860,salt,true
Solyc06g033870,salt,true
Solyc06g034000,salt,true
Solyc06g034020,salt,true
Solyc06g034370,salt,true
Solyc06g035690,salt,true
Solyc06g035720,salt,true
Solyc06g035970,salt,true
Solyc06g036290,salt,true
Solyc06g036300,salt,true
Solyc06g036350,salt,true
Solyc06g048430,salt,true
Solyc06g048570,salt,true
Solyc06g049080,salt,true
Solyc06g050900,salt,true
Solyc06g051270,salt,true
Solyc06g051570,salt,true
Solyc06g051960,salt,true
Solyc06g051970,salt,true
Solyc06g053480,salt,true
Solyc06g053610,salt,true
Solyc06g053670,salt,true
Solyc06g053830,salt,true
Solyc06g053870,salt,true
Solyc06g053890,salt,true
Solyc06g053900,salt,true
Solyc06g054010,salt,true
Solyc06g059740,salt,true
Solyc06g060070,salt,true
Solyc06g060110,salt,true
Solyc06g060230,salt,true
Solyc06g060250,salt,true
Solyc06g060290,salt,true
Solyc06g060640,salt,true
Solyc06g060760,salt,true
Solyc06g060790,salt,true
Solyc06g060980,salt,true
Solyc06g062800,salt,true
Solyc06g062980,salt,true
Solyc06g063330,salt,true
Solyc06g064820,salt,true
Solyc06g064870,salt,true
Solyc06g065100,salt,true
Solyc06g065170,salt,true
Solyc06g065520,salt,true
Solyc06g065530,salt,true
Solyc06g065560,salt,true
Solyc06g065660,salt,true
Solyc06g065750,salt,true
Solyc06g065790,salt,true
Solyc06g065950,salt,true
Solyc06g066330,salt,true
Solyc06g066390,salt,true
Solyc06g066560,salt,true
Solyc06g067920,salt,true
Solyc06g068240,salt,true
Solyc06g068450,salt,true
Solyc06g068510,salt,true
Solyc06g068940,salt,true
Solyc06g068980,salt,true
Solyc06g069010,salt,true
Solyc06g069710,salt,true
Solyc06g069850,salt,true
Solyc06g071000,salt,true
Solyc06g071100,salt,true
Solyc06g071210,salt,true
Solyc06g071290,salt,true
Solyc06g071680,salt,true
Solyc06g071820,salt,true
Solyc06g071830,salt,true
Solyc06g071920,salt,true
Solyc06g072090,salt,true
Solyc06g072100,salt,true
Solyc06g072120,salt,true
Solyc06g072160,salt,true
Solyc06g072510,salt,true
Solyc06g072710,salt,true
Solyc06g073000,salt,true
Solyc06g073165,salt,true
Solyc06g073180,salt,true
Solyc06g073320,salt,true
Solyc06g073380,salt,true
Solyc06g073480,salt,true
Solyc06g073720,salt,true
Solyc06g073730,salt,true
Solyc06g074120,salt,true
Solyc06g074170,salt,true
Solyc06g074250,salt,true
Solyc06g074420,salt,true
Solyc06g074630,salt,true
Solyc06g074820,salt,true
Solyc06g075510,salt,true
Solyc06g075570,salt,true
Solyc06g075600,salt,true
Solyc06g075650,salt,true
Solyc06g075660,salt,true
Solyc06g076120,salt,true
Solyc06g076270,salt,true
Solyc06g076400,salt,true
Solyc06g076470,salt,true
Solyc06g076520,salt,true
Solyc06g076540,salt,true
Solyc06g076560,salt,true
Solyc06g076570,salt,true
Solyc06g076640,salt,true
Solyc06g076870,salt,true
Solyc06g076930,salt,true
Solyc06g081980,salt,true
Solyc06g082360,salt,true
Solyc06g082870,salt,true
Solyc06g083150,salt,true
Solyc06g083620,salt,true
Solyc06g083650,salt,true
Solyc06g083790,salt,true
Solyc06g083810,salt,true
Solyc06g083900,salt,true
Solyc06g083980,salt,true
Solyc06g084210,salt,true
Solyc06g084250,salt,true
Solyc06g084320,salt,true
Solyc06g160100,salt,true
Solyc07g005080,salt,true
Solyc07g005180,salt,true
Solyc07g005210,salt,true
Solyc07g005440,salt,true
Solyc07g005450,salt,true
Solyc07g005460,salt,true
Solyc07g005720,salt,true
Solyc07g005940,salt,true
Solyc07g006020,salt,true
Solyc07g006290,salt,true
Solyc07g006340,salt,true
Solyc07g006370,salt,true
Solyc07g007380,salt,true
Solyc07g007430,salt,true
Solyc07g007600,salt,true
Solyc07g007620,salt,true
Solyc07g007800,salt,true
Solyc07g007870,salt,true
Solyc07g008400,salt,true
Solyc07g008720,salt,true
Solyc07g014690,salt,true
Solyc07g016200,salt,true
Solyc07g017970,salt,true
Solyc07g021460,salt,true
Solyc07g026650,salt,true
Solyc07g039210,salt,true
Solyc07g040740,salt,true
Solyc07g040750,salt,true
Solyc07g040920,salt,true
Solyc07g040990,salt,true
Solyc07g041310,salt,true
Solyc07g041730,salt,true
Solyc07g042170,salt,true
Solyc07g042230,salt,true
Solyc07g042250,salt,true
Solyc07g042390,salt,true
Solyc07g042460,salt,true
Solyc07g043050,salt,true
Solyc07g043060,salt,true
Solyc07g043100,salt,true
Solyc07g043120,salt,true
Solyc07g043130,salt,true
Solyc07g043150,salt,true
Solyc07g043160,salt,true
Solyc07g043170,salt,true
Solyc07g043310,salt,true
Solyc07g043330,salt,true
Solyc07g044760,salt,true
Solyc07g045030,salt,true
Solyc07g045190,salt,true
Solyc07g045440,salt,true
Solyc07g047740,salt,true
Solyc07g047770,salt,true
Solyc07g047790,salt,true
Solyc07g047910,salt,true
Solyc07g049240,salt,true
Solyc07g049490,salt,true
Solyc07g049530,salt,true
Solyc07g049550,salt,true
Solyc07g049710,salt,true
Solyc07g051850,salt,true
Solyc07g052350,salt,true
Solyc07g052510,salt,true
Solyc07g052530,salt,true
Solyc07g052540,salt,true
Solyc07g052550,salt,true
Solyc07g052970,salt,true
Solyc07g053050,salt,true
Solyc07g053170,salt,true
Solyc07g053230,salt,true
Solyc07g053240,salt,true
Solyc07g053260,salt,true
Solyc07g053280,salt,true
Solyc07g053550,salt,true
Solyc07g053630,salt,true
Solyc07g053970,salt,true
Solyc07g054220,salt,true
Solyc07g054320,salt,true
Solyc07g054840,salt,true
Solyc07g054960,salt,true
Solyc07g054980,salt,true
Solyc07g055000,salt,true
Solyc07g055060,salt,true
Solyc07g055090,salt,true
Solyc07g055200,salt,true
Solyc07g055290,salt,true
Solyc07g055710,salt,true
Solyc07g056420,salt,true
Solyc07g056430,salt,true
Solyc07g056440,salt,true
Solyc07g056460,salt,true
Solyc07g056470,salt,true
Solyc07g056490,salt,true
Solyc07g056500,salt,true
Solyc07g056570,salt,true
Solyc07g056580,salt,true
Solyc07g061960,salt,true
Solyc07g062260,salt,true
Solyc07g062270,salt,true
Solyc07g062530,salt,true
Solyc07g062560,salt,true
Solyc07g062580,salt,true
Solyc07g062650,salt,true
Solyc07g062700,salt,true
Solyc07g062940,salt,true
Solyc07g063410,salt,true
Solyc07g063690,salt,true
Solyc07g064280,salt,true
Solyc07g064600,salt,true
Solyc07g064890,salt,true
Solyc07g064910,salt,true
Solyc07g065450,salt,true
Solyc07g065540,salt,true
Solyc07g065620,salt,true
Solyc07g065840,salt,true
Solyc07g065900,salt,true
Solyc07g066250,salt,true
Solyc07g066480,salt,true
Solyc08g005050,salt,true
Solyc08g005270,salt,true
Solyc08g005280,salt,true
Solyc08g005490,salt,true
Solyc08g005870,salt,true
Solyc08g005960,salt,true
Solyc08g006010,salt,true
Solyc08g006330,salt,true
Solyc08g006350,salt,true
Solyc08g006410,salt,true
Solyc08g006640,salt,true
Solyc08g007080,salt,true
Solyc08g007160,salt,true
Solyc08g007220,salt,true
Solyc08g007420,salt,true
Solyc08g007450,salt,true
Solyc08g007820,salt,true
Solyc08g007830,salt,true
Solyc08g008045,salt,true
Solyc08g008130,salt,true
Solyc08g008170,salt,true
Solyc08g008210,salt,true
Solyc08g008600,salt,true
Solyc08g008670,salt,true
Solyc08g013860,salt,true
Solyc08g014420,salt,true
Solyc08g014440,salt,true
Solyc08g014570,salt,true
Solyc08g015690,salt,true
Solyc08g016420,salt,true
Solyc08g016510,salt,true
Solyc08g016720,salt,true
Solyc08g036505,salt,true
Solyc08g036590,salt,true
Solyc08g036640,salt,true
Solyc08g036660,salt,true
Solyc08g042050,salt,true
Solyc08g043170,salt,true
Solyc08g044380,salt,true
Solyc08g048450,salt,true
Solyc08g054570,salt,true
Solyc08g059760,salt,true
Solyc08g061100,salt,true
Solyc08g061843,salt,true
Solyc08g061955,salt,true
Solyc08g062220,salt,true
Solyc08g062340,salt,true
Solyc08g062800,salt,true
Solyc08g065330,salt,true
Solyc08g066770,salt,true
Solyc08g066840,salt,true
Solyc08g066990,salt,true
Solyc08g067260,salt,true
Solyc08g067310,salt,true
Solyc08g067410,salt,true
Solyc08g067510,salt,true
Solyc08g067610,salt,true
Solyc08g067620,salt,true
Solyc08g068130,salt,true
Solyc08g068150,salt,true
Solyc08g069040,salt,true
Solyc08g069070,salt,true
Solyc08g069090,salt,true
Solyc08g069232,salt,true
Solyc08g074960,salt,true
Solyc08g075450,salt,true
Solyc08g075460,salt,true
Solyc08g075470,salt,true
Solyc08g075690,salt,true
Solyc08g075860,salt,true
Solyc08g075870,salt,true
Solyc08g075960,salt,true
Solyc08g076320,salt,true
Solyc08g076380,salt,true
Solyc08g076420,salt,true
Solyc08g076490,salt,true
Solyc08g076620,salt,true
Solyc08g076630,salt,true
Solyc08g076640,salt,true
Solyc08g076710,salt,true
Solyc08g077060,salt,true
Solyc08g077770,salt,true
Solyc08g077780,salt,true
Solyc08g078170,salt,true
Solyc08g078180,salt,true
Solyc08g078200,salt,true
Solyc08g078340,salt,true
Solyc08g078590,salt,true
Solyc08g078700,salt,true
Solyc08g078850,salt,true
Solyc08g078870,salt,true
Solyc08g078900,salt,true
Solyc08g078920,salt,true
Solyc08g078930,salt,true
Solyc08g078940,salt,true
Solyc08g079080,salt,true
Solyc08g079200,salt,true
Solyc08g079230,salt,true
Solyc08g079235,salt,true
Solyc08g079570,salt,true
Solyc08g080320,salt,true
Solyc08g080400,salt,true
Solyc08g080610,salt,true
Solyc08g080620,salt,true
Solyc08g080640,salt,true
Solyc08g080650,salt,true
Solyc08g080660,salt,true
Solyc08g080670,salt,true
Solyc08g080920,salt,true
Solyc08g080940,salt,true
Solyc08g081010,salt,true
Solyc08g081090,salt,true
Solyc08g081190,salt,true
Solyc08g081490,salt,true
Solyc08g081530,salt,true
Solyc08g081690,salt,true
Solyc08g081910,salt,true
Solyc08g082260,salt,true
Solyc08g082480,salt,true
Solyc08g082490,salt,true
Solyc08g082500,salt,true
Solyc08g082850,salt,true
Solyc08g083280,salt,true
Solyc08g083370,salt,true
Solyc09g005550,salt,true
Solyc09g005860,salt,true
Solyc09g007270,salt,true
Solyc09g007300,salt,true
Solyc09g007760,salt,true
Solyc09g007870,salt,true
Solyc09g008203,salt,true
Solyc09g008280,salt,true
Solyc09g009020,salt,true
Solyc09g009260,salt,true
Solyc09g009390,salt,true
Solyc09g009490,salt,true
Solyc09g009570,salt,true
Solyc09g009703,salt,true
Solyc09g009707,salt,true
Solyc09g010000,salt,true
Solyc09g010020,salt,true
Solyc09g010040,salt,true
Solyc09g010330,salt,true
Solyc09g010640,salt,true
Solyc09g010770,salt,true
Solyc09g010840,salt,true
Solyc09g011030,salt,true
Solyc09g011220,salt,true
Solyc09g011240,salt,true
Solyc09g011470,salt,true
Solyc09g011780,salt,true
Solyc09g014620,salt,true
Solyc09g014970,salt,true
Solyc09g014990,salt,true
Solyc09g015000,salt,true
Solyc09g015020,salt,true
Solyc09g015070,salt,true
Solyc09g015830,salt,true
Solyc09g018030,salt,true
Solyc09g018460,salt,true
Solyc09g018750,salt,true
Solyc09g042700,salt,true
Solyc09g048980,salt,true
Solyc09g055420,salt,true
Solyc09g057883,salt,true
Solyc09g061250,salt,true
Solyc09g063060,salt,true
Solyc09g064440,salt,true
Solyc09g064450,salt,true
Solyc09g064720,salt,true
Solyc09g065000,salt,true
Solyc09g065020,salt,true
Solyc09g065190,salt,true
Solyc09g065210,salt,true
Solyc09g065700,salt,true
Solyc09g065780,salt,true
Solyc09g065800,salt,true
Solyc09g066450,salt,true
Solyc09g072690,salt,true
Solyc09g072775,salt,true
Solyc09g072900,salt,true
Solyc09g072980,salt,true
Solyc09g074270,salt,true
Solyc09g074510,salt,true
Solyc09g074630,salt,true
Solyc09g074850,salt,true
Solyc09g074910,salt,true
Solyc09g075020,salt,true
Solyc09g075200,salt,true
Solyc09g075440,salt,true
Solyc09g075450,salt,true
Solyc09g075460,salt,true
Solyc09g075510,salt,true
Solyc09g075550,salt,true
Solyc09g075770,salt,true
Solyc09g075820,salt,true
Solyc09g082060,salt,true
Solyc09g082380,salt,true
Solyc09g082860,salt,true
Solyc09g083050,salt,true
Solyc09g083100,salt,true
Solyc09g083290,salt,true
Solyc09g089580,salt,true
Solyc09g089680,salt,true
Solyc09g089690,salt,true
Solyc09g089740,salt,true
Solyc09g089760,salt,true
Solyc09g089770,salt,true
Solyc09g089780,salt,true
Solyc09g089790,salt,true
Solyc09g089800,salt,true
Solyc09g089810,salt,true
Solyc09g089820,salt,true
Solyc09g089830,salt,true
Solyc09g089860,salt,true
Solyc09g090130,salt,true
Solyc09g090140,salt,true
Solyc09g090310,salt,true
Solyc09g090430,salt,true
Solyc09g090470,salt,true
Solyc09g090590,salt,true
Solyc09g090660,salt,true
Solyc09g090720,salt,true
Solyc09g090900,salt,true
Solyc09g091070,salt,true
Solyc09g091520,salt,true
Solyc09g091660,salt,true
Solyc09g091670,salt,true
Solyc09g091820,salt,true
Solyc09g092380,salt,true
Solyc09g092480,salt,true
Solyc09g097970,salt,true
Solyc09g098070,salt,true
Solyc09g098080,salt,true
Solyc09g098150,salt,true
Solyc09g098230,salt,true
Solyc09g098440,salt,true
Solyc09g098540,salt,true
Solyc10g005080,salt,true
Solyc10g005100,salt,true
Solyc10g005180,salt,true
Solyc10g005320,salt,true
Solyc10g005360,salt,true
Solyc10g005460,salt,true
Solyc10g005510,salt,true
Solyc10g005550,salt,true
Solyc10g005840,salt,true
Solyc10g005960,salt,true
Solyc10g006010,salt,true
Solyc10g006080,salt,true
Solyc10g006120,salt,true
Solyc10g006130,salt,true
Solyc10g006290,salt,true
Solyc10g006400,salt,true
Solyc10g006660,salt,true
Solyc10g006700,salt,true
Solyc10g006740,salt,true
Solyc10g007220,salt,true
Solyc10g007230,salt,true
Solyc10g007240,salt,true
Solyc10g007270,salt,true
Solyc10g007280,salt,true
Solyc10g007290,salt,true
Solyc10g007390,salt,true
Solyc10g007620,salt,true
Solyc10g007635,salt,true
Solyc10g008520,salt,true
Solyc10g009110,salt,true
Solyc10g009240,salt,true
Solyc10g009290,salt,true
Solyc10g009580,salt,true
Solyc10g011670,salt,true
Solyc10g012170,salt,true
Solyc10g012370,salt,true
Solyc10g018300,salt,true
Solyc10g018390,salt,true
Solyc10g018850,salt,true
Solyc10g024360,salt,true
Solyc10g024420,salt,true
Solyc10g044690,salt,true
Solyc10g047240,salt,true
Solyc10g047950,salt,true
Solyc10g048070,salt,true
Solyc10g048120,salt,true
Solyc10g049970,salt,true
Solyc10g050210,salt,true
Solyc10g051377,salt,true
Solyc10g054440,salt,true
Solyc10g054560,salt,true
Solyc10g054570,salt,true
Solyc10g054590,salt,true
Solyc10g054790,salt,true
Solyc10g054800,salt,true
Solyc10g054810,salt,true
Solyc10g054840,salt,true
Solyc10g054870,salt,true
Solyc10g055410,salt,true
Solyc10g055630,salt,true
Solyc10g074500,salt,true
Solyc10g074570,salt,true
Solyc10g074620,salt,true
Solyc10g074930,salt,true
Solyc10g076730,salt,true
Solyc10g077030,salt,true
Solyc10g077130,salt,true
Solyc10g078150,salt,true
Solyc10g078380,salt,true
Solyc10g078550,salt,true
Solyc10g078600,salt,true
Solyc10g078710,salt,true
Solyc10g078740,salt,true
Solyc10g078890,salt,true
Solyc10g079130,salt,true
Solyc10g079300,salt,true
Solyc10g079380,salt,true
Solyc10g079820,salt,true
Solyc10g079860,salt,true
Solyc10g079880,salt,true
Solyc10g080450,salt,true
Solyc10g080520,salt,true
Solyc10g080780,salt,true
Solyc10g080950,salt,true
Solyc10g081030,salt,true
Solyc10g081130,salt,true
Solyc10g081190,salt,true
Solyc10g081270,salt,true
Solyc10g081470,salt,true
Solyc10g081490,salt,true
Solyc10g081510,salt,true
Solyc10g081840,salt,true
Solyc10g081850,salt,true
Solyc10g082030,salt,true
Solyc10g083150,salt,true
Solyc10g083230,salt,true
Solyc10g083400,salt,true
Solyc10g083570,salt,true
Solyc10g083670,salt,true
Solyc10g083880,salt,true
Solyc10g084370,salt,true
Solyc10g084550,salt,true
Solyc10g084840,salt,true
Solyc10g085020,salt,true
Solyc10g085290,salt,true
Solyc10g085550,salt,true
Solyc10g085710,salt,true
Solyc10g086370,salt,true
Solyc10g086380,salt,true
Solyc10g086420,salt,true
Solyc10g086760,salt,true
Solyc11g005070,salt,true
Solyc11g005130,salt,true
Solyc11g005610,salt,true
Solyc11g006250,salt,true
Solyc11g006455,salt,true
Solyc11g006460,salt,true
Solyc11g006730,salt,true
Solyc11g006770,salt,true
Solyc11g006980,salt,true
Solyc11g007200,salt,true
Solyc11g007600,salt,true
Solyc11g008260,salt,true
Solyc11g010130,salt,true
Solyc11g010190,salt,true
Solyc11g010270,salt,true
Solyc11g010290,salt,true
Solyc11g011200,salt,true
Solyc11g011220,salt,true
Solyc11g011260,salt,true
Solyc11g011380,salt,true
Solyc11g011460,salt,true
Solyc11g011930,salt,true
Solyc11g011960,salt,true
Solyc11g012130,salt,true
Solyc11g012140,salt,true
Solyc11g012440,salt,true
Solyc11g012780,salt,true
Solyc11g013150,salt,true
Solyc11g013260,salt,true
Solyc11g013300,salt,true
Solyc11g013870,salt,true
Solyc11g017070,salt,true
Solyc11g017220,salt,true
Solyc11g017470,salt,true
Solyc11g019910,salt,true
Solyc11g020330,salt,true
Solyc11g022590,salt,true
Solyc11g027840,salt,true
Solyc11g031960,salt,true
Solyc11g032050,salt,true
Solyc11g032060,salt,true
Solyc11g040040,salt,true
Solyc11g043110,salt,true
Solyc11g044320,salt,true
Solyc11g044390,salt,true
Solyc11g044540,salt,true
Solyc11g044560,salt,true
Solyc11g051090,salt,true
Solyc11g062410,salt,true
Solyc11g064900,salt,true
Solyc11g065220,salt,true
Solyc11g065280,salt,true
Solyc11g065290,salt,true
Solyc11g065350,salt,true
Solyc11g065360,salt,true
Solyc11g065620,salt,true
Solyc11g065660,salt,true
Solyc11g065830,salt,true
Solyc11g066090,salt,true
Solyc11g066130,salt,true
Solyc11g066390,salt,true
Solyc11g066820,salt,true
Solyc11g067180,salt,true
Solyc11g067300,salt,true
Solyc11g067310,salt,true
Solyc11g068750,salt,true
Solyc11g068950,salt,true
Solyc11g069040,salt,true
Solyc11g069150,salt,true
Solyc11g069430,salt,true
Solyc11g071250,salt,true
Solyc11g071830,salt,true
Solyc11g072070,salt,true
Solyc11g072450,salt,true
Solyc11g072630,salt,true
Solyc11g072800,salt,true
Solyc11g072920,salt,true
Solyc11g072960,salt,true
Solyc11g073120,salt,true
Solyc12g005360,salt,true
Solyc12g005640,salt,true
Solyc12g005860,salt,true
Solyc12g005940,salt,true
Solyc12g006110,salt,true
Solyc12g006230,salt,true
Solyc12g006320,salt,true
Solyc12g006380,salt,true
Solyc12g006640,salt,true
Solyc12g006820,salt,true
Solyc12g006850,salt,true
Solyc12g008360,salt,true
Solyc12g008370,salt,true
Solyc12g008460,salt,true
Solyc12g008600,salt,true
Solyc12g008630,salt,true
Solyc12g008970,salt,true
Solyc12g009020,salt,true
Solyc12g009220,salt,true
Solyc12g009250,salt,true
Solyc12g009680,salt,true
Solyc12g009820,salt,true
Solyc12g009840,salt,true
Solyc12g009890,salt,true
Solyc12g010020,salt,true
Solyc12g010040,salt,true
Solyc12g010180,salt,true
Solyc12g010320,salt,true
Solyc12g010480,salt,true
Solyc12g010490,salt,true
Solyc12g010860,salt,true
Solyc12g010910,salt,true
Solyc12g011170,salt,true
Solyc12g011300,salt,true
Solyc12g011310,salt,true
Solyc12g011320,salt,true
Solyc12g011330,salt,true
Solyc12g011430,salt,true
Solyc12g013560,salt,true
Solyc12g013620,salt,true
Solyc12g014010,salt,true
Solyc12g014180,salt,true
Solyc12g014240,salt,true
Solyc12g014250,salt,true
Solyc12g015640,salt,true
Solyc12g015880,salt,true
Solyc12g017380,salt,true
Solyc12g019060,salt,true
Solyc12g021150,salt,true
Solyc12g040510,salt,true
Solyc12g040570,salt,true
Solyc12g040800,salt,true
Solyc12g042470,salt,true
Solyc12g042650,salt,true
Solyc12g042840,salt,true
Solyc12g042920,salt,true
Solyc12g044330,salt,true
Solyc12g044610,salt,true
Solyc12g049400,salt,true
Solyc12g055800,salt,true
Solyc12g055830,salt,true
Solyc12g055920,salt,true
Solyc12g056110,salt,true
Solyc12g056120,salt,true
Solyc12g056220,salt,true
Solyc12g056230,salt,true
Solyc12g056240,salt,true
Solyc12g056270,salt,true
Solyc12g056360,salt,true
Solyc12g056370,salt,true
Solyc12g056390,salt,true
Solyc12g056430,salt,true
Solyc12g056720,salt,true
Solyc12g056980,salt,true
Solyc12g057120,salt,true
Solyc12g062730,salt,true
Solyc12g062870,salt,true
Solyc12g063050,salt,true
Solyc12g087860,salt,true
Solyc12g088360,salt,true
Solyc12g088370,salt,true
Solyc12g088390,salt,true
Solyc12g088670,salt,true
Solyc12g089040,salt,true
Solyc12g089310,salt,true
Solyc12g094430,salt,true
Solyc12g094700,salt,true
Solyc12g095990,salt,true
Solyc12g096000,salt,true
Solyc12g096040,salt,true
Solyc12g096060,salt,true
Solyc12g096160,salt,true
Solyc12g096670,salt,true
Solyc12g096820,salt,true
Solyc12g096830,salt,true
Solyc12g096930,salt,true
Solyc12g098210,salt,true
Solyc12g098500,salt,true
Solyc12g098810,salt,true
Solyc12g098870,salt,true
Solyc12g098910,salt,true
Solyc12g099120,salt,true
Solyc12g099130,salt,true
Solyc12g099140,salt,true
Solyc12g099220,salt,true
Solyc12g099720,salt,true
Solyc12g099790,salt,true
Solyc12g099900,salt,true
Solyc12g099930,salt,true
Solyc12g100180,salt,true
Solyc12g100190,salt,true
Solyc12g150110,salt,true
Solyc00g500041,salt,false
Solyc00g500050,salt,false
Solyc00g500064,salt,false
Solyc00g500214,salt,false
Solyc00g500216,salt,false
Solyc00g500218,salt,false
Solyc01g005220,salt,false
Solyc01g005310,salt,false
Solyc01g005430,salt,false
Solyc01g005560,salt,false
Solyc01g005780,salt,false
Solyc01g005960,salt,false
Solyc01g006040,salt,false
Solyc01g006300,salt,false
Solyc01g006320,salt,false
Solyc01g006350,salt,false
Solyc01g006370,salt,false
Solyc01g006650,salt,false
Solyc01g006800,salt,false
Solyc01g006810,salt,false
Solyc01g006940,salt,false
Solyc01g006950,salt,false
Solyc01g007010,salt,false
Solyc01g007130,salt,false
Solyc01g007840,salt,false
Solyc01g007860,salt,false
Solyc01g007910,salt,false
Solyc01g008140,salt,false
Solyc01g008370,salt,false
Solyc01g008410,salt,false
Solyc01g008440,salt,false
Solyc01g008610,salt,false
Solyc01g008620,salt,false
Solyc01g008660,salt,false
Solyc01g008730,salt,false
Solyc01g008800,salt,false
Solyc01g008860,salt,false
Solyc01g008870,salt,false
Solyc01g008960,salt,false
Solyc01g009050,salt,false
Solyc01g009160,salt,false
Solyc01g009170,salt,false
Solyc01g009350,salt,false
Solyc01g009360,salt,false
Solyc01g009920,salt,false
Solyc01g009990,salt,false
Solyc01g010250,salt,false
Solyc01g010400,salt,false
Solyc01g010490,salt,false
Solyc01g010650,salt,false
Solyc01g010660,salt,false
Solyc01g010750,salt,false
Solyc01g010760,salt,false
Solyc01g010770,salt,false
Solyc01g010970,salt,false
Solyc01g011435,salt,false
Solyc01g011495,salt,false
Solyc01g014210,salt,false
Solyc01g014480,salt,false
Solyc01g014840,salt,false
Solyc01g016370,salt,false
Solyc01g017210,salt,false
Solyc01g017610,salt,false
Solyc01g017870,salt,false
