gene,stress,reasonable_term
Solyc07g007870,drought,true
Solyc07g017780,drought,true
Solyc07g032490,drought,true
Solyc07g040990,drought,true
Solyc07g042170,drought,true
Solyc07g042230,drought,true
Solyc07g042460,drought,true
Solyc07g043050,drought,true
Solyc07g043060,drought,true
Solyc07g043100,drought,true
Solyc07g043120,drought,true
Solyc07g043150,drought,true
Solyc07g043160,drought,true
Solyc07g043170,drought,true
Solyc07g043590,drought,true
Solyc07g044760,drought,true
Solyc07g047740,drought,true
Solyc07g047770,drought,true
Solyc07g047790,drought,true
Solyc07g047910,drought,true
Solyc07g049240,drought,true
Solyc07g049290,drought,true
Solyc07g049490,drought,true
Solyc07g052510,drought,true
Solyc07g052530,drought,true
Solyc07g052540,drought,true
Solyc07g052550,drought,true
Solyc07g053050,drought,true
Solyc07g053180,drought,true
Solyc07g053230,drought,true
Solyc07g053240,drought,true
Solyc07g053550,drought,true
Solyc07g054080,drought,true
Solyc07g054840,drought,true
Solyc07g054960,drought,true
Solyc07g054980,drought,true
Solyc07g055120,drought,true
Solyc07g055710,drought,true
Solyc07g056420,drought,true
Solyc07g056430,drought,true
Solyc07g056440,drought,true
Solyc07g056460,drought,true
Solyc07g056470,drought,true
Solyc07g056490,drought,true
Solyc07g056500,drought,true
Solyc07g056510,drought,true
Solyc07g056570,drought,true
Solyc07g062260,drought,true
Solyc07g062400,drought,true
Solyc07g063200,drought,true
Solyc07g063410,drought,true
Solyc07g063690,drought,true
Solyc07g063920,drought,true
Solyc07g064060,drought,true
Solyc07g064890,drought,true
Solyc07g065500,drought,true
Solyc07g065840,drought,true
Solyc07g066480,drought,true
Solyc08g005270,drought,true
Solyc08g005280,drought,true
Solyc08g005490,drought,true
Solyc08g005610,drought,true
Solyc08g006010,drought,true
Solyc08g006060,drought,true
Solyc08g006330,drought,true
Solyc08g006350,drought,true
Solyc08g006410,drought,true
Solyc08g006530,drought,true
Solyc08g006640,drought,true
Solyc08g007080,drought,true
Solyc08g007160,drought,true
Solyc08g007225,drought,true
Solyc08g007430,drought,true
Solyc08g007820,drought,true
Solyc08g007830,drought,true
Solyc08g007860,drought,true
Solyc08g008045,drought,true
Solyc08g008150,drought,true
Solyc08g008410,drought,true
Solyc08g008580,drought,true
Solyc08g015690,drought,true
Solyc08g016720,drought,true
Solyc08g022240,drought,true
Solyc08g028690,drought,true
Solyc08g036505,drought,true
Solyc08g036590,drought,true
Solyc08g036640,drought,true
Solyc08g036660,drought,true
Solyc08g043170,drought,true
Solyc08g048450,drought,true
Solyc08g054570,drought,true
Solyc08g061140,drought,true
Solyc08g062210,drought,true
Solyc08g062220,drought,true
Solyc08g065330,drought,true
Solyc08g066070,drought,true
Solyc08g066990,drought,true
Solyc08g067510,drought,true
Solyc08g067610,drought,true
Solyc08g067620,drought,true
Solyc08g068150,drought,true
Solyc08g068160,drought,true
Solyc08g068960,drought,true
Solyc08g069070,drought,true
Solyc08g069090,drought,true
Solyc08g074230,drought,true
Solyc08g075100,drought,true
Solyc08g075860,drought,true
Solyc08g075870,drought,true
Solyc08g076320,drought,true
Solyc08g076380,drought,true
Solyc08g076420,drought,true
Solyc08g076450,drought,true
Solyc08g076490,drought,true
Solyc08g076710,drought,true
Solyc08g076930,drought,true
Solyc08g077770,drought,true
Solyc08g077780,drought,true
Solyc08g077980,drought,true
Solyc08g078090,drought,true
Solyc08g078170,drought,true
Solyc08g078180,drought,true
Solyc08g078410,drought,true
Solyc08g078590,drought,true
Solyc08g078950,drought,true
Solyc08g080340,drought,true
Solyc08g080390,drought,true
Solyc08g081090,drought,true
Solyc08g081190,drought,true
Solyc08g081490,drought,true
Solyc08g081530,drought,true
Solyc08g081690,drought,true
Solyc08g081770,drought,true
Solyc08g082260,drought,true
Solyc08g082480,drought,true
Solyc08g082750,drought,true
Solyc08g083110,drought,true
Solyc08g160360,drought,true
Solyc09g007290,drought,true
Solyc09g007760,drought,true
Solyc09g007770,drought,true
Solyc09g007890,drought,true
Solyc09g007900,drought,true
Solyc09g007920,drought,true
Solyc09g008650,drought,true
Solyc09g009240,drought,true
Solyc09g009390,drought,true
Solyc09g009490,drought,true
Solyc09g009703,drought,true
Solyc09g009707,drought,true
Solyc09g010000,drought,true
Solyc09g010020,drought,true
Solyc09g010040,drought,true
Solyc09g010990,drought,true
Solyc09g011240,drought,true
Solyc09g011970,drought,true
Solyc09g013150,drought,true
Solyc09g014990,drought,true
Solyc09g015070,drought,true
Solyc09g018170,drought,true
Solyc09g031750,drought,true
Solyc09g031970,drought,true
Solyc09g055470,drought,true
Solyc09g061340,drought,true
Solyc09g064160,drought,true
Solyc09g065020,drought,true
Solyc09g065850,drought,true
Solyc09g065990,drought,true
Solyc09g072980,drought,true
Solyc09g074270,drought,true
Solyc09g074410,drought,true
Solyc09g074850,drought,true
Solyc09g075020,drought,true
Solyc09g075210,drought,true
Solyc09g075510,drought,true
Solyc09g075550,drought,true
Solyc09g075820,drought,true
Solyc09g075830,drought,true
Solyc09g082100,drought,true
Solyc09g083100,drought,true
Solyc09g083290,drought,true
Solyc09g083300,drought,true
Solyc09g083360,drought,true
Solyc09g089580,drought,true
Solyc09g089680,drought,true
Solyc09g089690,drought,true
Solyc09g089740,drought,true
Solyc09g089760,drought,true
Solyc09g089770,drought,true
Solyc09g089780,drought,true
Solyc09g089790,drought,true
Solyc09g089800,drought,true
Solyc09g089810,drought,true
Solyc09g089820,drought,true
Solyc09g089830,drought,true
Solyc09g090100,drought,true
Solyc09g090130,drought,true
Solyc09g090570,drought,true
Solyc09g090590,drought,true
Solyc09g091030,drought,true
Solyc09g091090,drought,true
Solyc09g091500,drought,true
Solyc09g091660,drought,true
Solyc09g091670,drought,true
Solyc09g092480,drought,true
Solyc09g098080,drought,true
Solyc09g098460,drought,true
Solyc09g098540,drought,true
Solyc09g098590,drought,true
Solyc10g005090,drought,true
Solyc10g005100,drought,true
Solyc10g005180,drought,true
Solyc10g005460,drought,true
Solyc10g005550,drought,true
Solyc10g006120,drought,true
Solyc10g006130,drought,true
Solyc10g006660,drought,true
Solyc10g006700,drought,true
Solyc10g006740,drought,true
Solyc10g006960,drought,true
Solyc10g007350,drought,true
Solyc10g007620,drought,true
Solyc10g007635,drought,true
Solyc10g008400,drought,true
Solyc10g008410,drought,true
Solyc10g009110,drought,true
Solyc10g011900,drought,true
Solyc10g011925,drought,true
Solyc10g017580,drought,true
Solyc10g024360,drought,true
Solyc10g038170,drought,true
Solyc10g044690,drought,true
Solyc10g047240,drought,true
Solyc10g047930,drought,true
Solyc10g050210,drought,true
Solyc10g054440,drought,true
Solyc10g054790,drought,true
Solyc10g054800,drought,true
Solyc10g054810,drought,true
Solyc10g054840,drought,true
Solyc10g055250,drought,true
Solyc10g074570,drought,true
Solyc10g074620,drought,true
Solyc10g075110,drought,true
Solyc10g077130,drought,true
Solyc10g078760,drought,true
Solyc10g079130,drought,true
Solyc10g079380,drought,true
Solyc10g079650,drought,true
Solyc10g079680,drought,true
Solyc10g079820,drought,true
Solyc10g080520,drought,true
Solyc10g081270,drought,true
Solyc10g081490,drought,true
Solyc10g081850,drought,true
Solyc10g081900,drought,true
Solyc10g083150,drought,true
Solyc10g083170,drought,true
Solyc10g083180,drought,true
Solyc10g083230,drought,true
Solyc10g083400,drought,true
Solyc10g083560,drought,true
Solyc10g083880,drought,true
Solyc10g084120,drought,true
Solyc10g085380,drought,true
Solyc10g086180,drought,true
Solyc11g007670,drought,true
Solyc11g008000,drought,true
Solyc11g008210,drought,true
Solyc11g008260,drought,true
Solyc11g010130,drought,true
Solyc11g010270,drought,true
Solyc11g011500,drought,true
Solyc11g012680,drought,true
Solyc11g013870,drought,true
Solyc11g017470,drought,true
Solyc11g018600,drought,true
Solyc11g031960,drought,true
Solyc11g032050,drought,true
Solyc11g032060,drought,true
Solyc11g043110,drought,true
Solyc11g044560,drought,true
Solyc11g062410,drought,true
Solyc11g062440,drought,true
Solyc11g065530,drought,true
Solyc11g065660,drought,true
Solyc11g065920,drought,true
Solyc11g065930,drought,true
Solyc11g066160,drought,true
Solyc11g067300,drought,true
Solyc11g067310,drought,true
Solyc11g068550,drought,true
Solyc11g068920,drought,true
Solyc11g068930,drought,true
Solyc11g068940,drought,true
Solyc11g069040,drought,true
Solyc11g069160,drought,true
Solyc11g069430,drought,true
Solyc11g072070,drought,true
Solyc11g072460,drought,true
Solyc11g072630,drought,true
Solyc11g072800,drought,true
Solyc11g072840,drought,true
Solyc11g072860,drought,true
Solyc12g005180,drought,true
Solyc12g005230,drought,true
Solyc12g005360,drought,true
Solyc12g005870,drought,true
Solyc12g005960,drought,true
Solyc12g006050,drought,true
Solyc12g006120,drought,true
Solyc12g006140,drought,true
Solyc12g006320,drought,true
Solyc12g006370,drought,true
Solyc12g006380,drought,true
Solyc12g006640,drought,true
Solyc12g006850,drought,true
Solyc12g008460,drought,true
Solyc12g009020,drought,true
Solyc12g009220,drought,true
Solyc12g009490,drought,true
Solyc12g009820,drought,true
Solyc12g009840,drought,true
Solyc12g010320,drought,true
Solyc12g010330,drought,true
Solyc12g010360,drought,true
Solyc12g010450,drought,true
Solyc12g010490,drought,true
Solyc12g010670,drought,true
Solyc12g010820,drought,true
Solyc12g010900,drought,true
Solyc12g011300,drought,true
Solyc12g011310,drought,true
Solyc12g011320,drought,true
Solyc12g013560,drought,true
Solyc12g013620,drought,true
Solyc12g014010,drought,true
Solyc12g014290,drought,true
Solyc12g015880,drought,true
Solyc12g017380,drought,true
Solyc12g017520,drought,true
Solyc12g017920,drought,true
Solyc12g027650,drought,true
Solyc12g042570,drought,true
Solyc12g042840,drought,true
Solyc12g049400,drought,true
Solyc12g055920,drought,true
Solyc12g056220,drought,true
Solyc12g056420,drought,true
Solyc12g056430,drought,true
Solyc12g056600,drought,true
Solyc12g056610,drought,true
Solyc12g056700,drought,true
Solyc12g056710,drought,true
Solyc12g056980,drought,true
Solyc12g057040,drought,true
Solyc12g087860,drought,true
Solyc12g088390,drought,true
Solyc12g089040,drought,true
Solyc12g094430,drought,true
Solyc12g096020,drought,true
Solyc12g096040,drought,true
Solyc12g096500,drought,true
Solyc12g096820,drought,true
Solyc12g096830,drought,true
Solyc12g096930,drought,true
Solyc12g098210,drought,true
Solyc12g098730,drought,true
Solyc12g098810,drought,true
Solyc12g098870,drought,true
Solyc12g098910,drought,true
Solyc12g099120,drought,true
Solyc12g099140,drought,true
Solyc12g099310,drought,true
Solyc12g099720,drought,true
Solyc12g100060,drought,true
Solyc12g100130,drought,true
Solyc12g100180,drought,true
Solyc12g100190,drought,true
Solyc01g005020,salt,true
Solyc01g005090,salt,true
Solyc01g005220,salt,true
Solyc01g005340,salt,true
Solyc01g005400,salt,true
Solyc01g005410,salt,true
Solyc01g005560,salt,true
Solyc01g005660,salt,true
Solyc01g006300,salt,true
Solyc01g006540,salt,true
Solyc01g006650,salt,true
Solyc01g007070,salt,true
Solyc01g007910,salt,true
Solyc01g007940,salt,true
Solyc01g008250,salt,true
Solyc01g008440,salt,true
Solyc01g008610,salt,true
Solyc01g008620,salt,true
Solyc01g008740,salt,true
Solyc01g008850,salt,true
Solyc01g008900,salt,true
Solyc01g008910,salt,true
Solyc01g009000,salt,true
Solyc01g009060,salt,true
Solyc01g009170,salt,true
Solyc01g009180,salt,true
Solyc01g009860,salt,true
Solyc01g009990,salt,true
Solyc01g010270,salt,true
Solyc01g010360,salt,true
Solyc01g014480,salt,true
Solyc01g018020,salt,true
Solyc01g049680,salt,true
Solyc01g049890,salt,true
Solyc01g049910,salt,true
Solyc01g057910,salt,true
Solyc01g058720,salt,true
Solyc01g059840,salt,true
Solyc01g059910,salt,true
Solyc01g059960,salt,true
Solyc01g059965,salt,true
Solyc01g060010,salt,true
Solyc01g060020,salt,true
Solyc01g060130,salt,true
Solyc01g065700,salt,true
Solyc01g066120,salt,true
Solyc01g067520,salt,true
Solyc01g067680,salt,true
Solyc01g067710,salt,true
Solyc01g067740,salt,true
Solyc01g068050,salt,true
Solyc01g068180,salt,true
Solyc01g073690,salt,true
Solyc01g074030,salt,true
Solyc01g079170,salt,true
Solyc01g079380,salt,true
Solyc01g079620,salt,true
Solyc01g079680,salt,true
Solyc01g079760,salt,true
Solyc01g079780,salt,true
Solyc01g079920,salt,true
Solyc01g079940,salt,true
Solyc01g079950,salt,true
Solyc01g079960,salt,true
Solyc01g079970,salt,true
Solyc01g079980,salt,true
Solyc01g079990,salt,true
Solyc01g080000,salt,true
Solyc01g080010,salt,true
Solyc01g080020,salt,true
Solyc01g080220,salt,true
Solyc01g080230,salt,true
Solyc01g080250,salt,true
Solyc01g080280,salt,true
Solyc01g080510,salt,true
Solyc01g080640,salt,true
Solyc01g081140,salt,true
Solyc01g081410,salt,true
Solyc01g081440,salt,true
Solyc01g081520,salt,true
Solyc01g081530,salt,true
Solyc01g086840,salt,true
Solyc01g087070,salt,true
Solyc01g087210,salt,true
Solyc01g089970,salt,true
Solyc01g090190,salt,true
Solyc01g090370,salt,true
Solyc01g090550,salt,true
Solyc01g090710,salt,true
Solyc01g091100,salt,true
Solyc01g091320,salt,true
Solyc01g091520,salt,true
Solyc01g091530,salt,true
Solyc01g091620,salt,true
Solyc01g091650,salt,true
Solyc01g094030,salt,true
Solyc01g094690,salt,true
Solyc01g094790,salt,true
Solyc01g094960,salt,true
Solyc01g095030,salt,true
Solyc01g095040,salt,true
Solyc01g095250,salt,true
Solyc01g095260,salt,true
Solyc01g095310,salt,true
Solyc01g095460,salt,true
Solyc01g095620,salt,true
Solyc01g095640,salt,true
Solyc01g095740,salt,true
Solyc01g095990,salt,true
Solyc01g096050,salt,true
Solyc01g096320,salt,true
Solyc01g096370,salt,true
Solyc01g096420,salt,true
Solyc01g096430,salt,true
Solyc01g096630,salt,true
Solyc01g096810,salt,true
Solyc01g097240,salt,true
Solyc01g097280,salt,true
Solyc01g097290,salt,true
Solyc01g097510,salt,true
Solyc01g097540,salt,true
Solyc01g098190,salt,true
Solyc01g098350,salt,true
Solyc01g098390,salt,true
Solyc01g098500,salt,true
Solyc01g098770,salt,true
Solyc01g098800,salt,true
Solyc01g098820,salt,true
Solyc01g098860,salt,true
Solyc01g098880,salt,true
Solyc01g098950,salt,true
Solyc01g099100,salt,true
Solyc01g099410,salt,true
Solyc01g099880,salt,true
Solyc01g100040,salt,true
Solyc01g100140,salt,true
Solyc01g100320,salt,true
Solyc01g100350,salt,true
Solyc01g100380,salt,true
Solyc01g100390,salt,true
Solyc01g100800,salt,true
Solyc01g100830,salt,true
Solyc01g101000,salt,true
Solyc01g101060,salt,true
Solyc01g101240,salt,true
Solyc01g102290,salt,true
Solyc01g102580,salt,true
Solyc01g102750,salt,true
Solyc01g102760,salt,true
Solyc01g102960,salt,true
Solyc01g103430,salt,true
Solyc01g103490,salt,true
Solyc01g103590,salt,true
Solyc01g103630,salt,true
Solyc01g103800,salt,true
Solyc01g103860,salt,true
Solyc01g103877,salt,true
Solyc01g103940,salt,true
Solyc01g103980,salt,true
Solyc01g104030,salt,true
Solyc01g104200,salt,true
Solyc01g104290,salt,true
Solyc01g104650,salt,true
Solyc01g105030,salt,true
Solyc01g105050,salt,true
Solyc01g105387,salt,true
Solyc01g106150,salt,true
Solyc01g106210,salt,true
Solyc01g106260,salt,true
Solyc01g106430,salt,true
Solyc01g106690,salt,true
Solyc01g106940,salt,true
Solyc01g107170,salt,true
Solyc01g107700,salt,true
Solyc01g107750,salt,true
Solyc01g107760,salt,true
Solyc01g108080,salt,true
Solyc01g108280,salt,true
Solyc01g108680,salt,true
Solyc01g108740,salt,true
Solyc01g108750,salt,true
Solyc01g108780,salt,true
Solyc01g108810,salt,true
Solyc01g108820,salt,true
Solyc01g109170,salt,true
Solyc01g109470,salt,true
Solyc01g109495,salt,true
Solyc01g109520,salt,true
Solyc01g109550,salt,true
Solyc01g109660,salt,true
Solyc01g110020,salt,true
Solyc01g110110,salt,true
Solyc01g110120,salt,true
Solyc01g110360,salt,true
Solyc01g110530,salt,true
Solyc01g111050,salt,true
Solyc01g111120,salt,true
Solyc01g111300,salt,true
Solyc01g111320,salt,true
Solyc01g111330,salt,true
Solyc01g111450,salt,true
Solyc01g111500,salt,true
Solyc01g111760,salt,true
Solyc02g005180,salt,true
Solyc02g005350,salt,true
Solyc02g014030,salt,true
Solyc02g020890,salt,true
Solyc02g021430,salt,true
Solyc02g021440,salt,true
Solyc02g023970,salt,true
Solyc02g031750,salt,true
Solyc02g032670,salt,true
Solyc02g032690,salt,true
Solyc02g032940,salt,true
Solyc02g036350,salt,true
Solyc02g036370,salt,true
Solyc02g038819,salt,true
Solyc02g062050,salt,true
Solyc02g062100,salt,true
Solyc02g062250,salt,true
Solyc02g062300,salt,true
Solyc02g062310,salt,true
Solyc02g062313,salt,true
Solyc02g062317,salt,true
Solyc02g062320,salt,true
Solyc02g062340,salt,true
Solyc02g062550,salt,true
Solyc02g062590,salt,true
Solyc02g062600,salt,true
Solyc02g062640,salt,true
Solyc02g063000,salt,true
Solyc02g063010,salt,true
Solyc02g063355,salt,true
Solyc02g063370,salt,true
Solyc02g063480,salt,true
Solyc02g064630,salt,true
Solyc02g064720,salt,true
Solyc02g064870,salt,true
Solyc02g064880,salt,true
Solyc02g064920,salt,true
Solyc02g064930,salt,true
Solyc02g064980,salt,true
Solyc02g065240,salt,true
Solyc02g065250,salt,true
Solyc02g065260,salt,true
Solyc02g065280,salt,true
Solyc02g065380,salt,true
Solyc02g065510,salt,true
Solyc02g065710,salt,true
Solyc02g065720,salt,true
Solyc02g065740,salt,true
Solyc02g065765,salt,true
Solyc02g067340,salt,true
Solyc02g068640,salt,true
Solyc02g069020,salt,true
Solyc02g069030,salt,true
Solyc02g069710,salt,true
Solyc02g069720,salt,true
Solyc02g069860,salt,true
Solyc02g070110,salt,true
Solyc02g071210,salt,true
Solyc02g071340,salt,true
Solyc02g071350,salt,true
Solyc02g071610,salt,true
Solyc02g071620,salt,true
Solyc02g071690,salt,true
Solyc02g071700,salt,true
Solyc02g071710,salt,true
Solyc02g071720,salt,true
Solyc02g071740,salt,true
Solyc02g071780,salt,true
Solyc02g071990,salt,true
Solyc02g072000,salt,true
Solyc02g072120,salt,true
Solyc02g072130,salt,true
Solyc02g072180,salt,true
Solyc02g072300,salt,true
Solyc02g076690,salt,true
Solyc02g076710,salt,true
Solyc02g076860,salt,true
Solyc02g077300,salt,true
Solyc02g077780,salt,true
Solyc02g078460,salt,true
Solyc02g078550,salt,true
Solyc02g078860,salt,true
Solyc02g079250,salt,true
Solyc02g079270,salt,true
Solyc02g079280,salt,true
Solyc02g079520,salt,true
Solyc02g079720,salt,true
Solyc02g079760,salt,true
Solyc02g080120,salt,true
Solyc02g080410,salt,true
Solyc02g080530,salt,true
Solyc02g080630,salt,true
Solyc02g080880,salt,true
Solyc02g081060,salt,true
Solyc02g081190,salt,true
Solyc02g081240,salt,true
Solyc02g081340,salt,true
Solyc02g081690,salt,true
Solyc02g081700,salt,true
Solyc02g082260,salt,true
Solyc02g082700,salt,true
Solyc02g082860,salt,true
Solyc02g083150,salt,true
Solyc02g083630,salt,true
Solyc02g083650,salt,true
Solyc02g083690,salt,true
Solyc02g083710,salt,true
Solyc02g083760,salt,true
Solyc02g083790,salt,true
Solyc02g083800,salt,true
Solyc02g084360,salt,true
Solyc02g084410,salt,true
Solyc02g084440,salt,true
Solyc02g084900,salt,true
Solyc02g084910,salt,true
Solyc02g084920,salt,true
Solyc02g084980,salt,true
Solyc02g085040,salt,true
Solyc02g085340,salt,true
Solyc02g085600,salt,true
Solyc02g085660,salt,true
Solyc02g085730,salt,true
Solyc02g086610,salt,true
Solyc02g086700,salt,true
Solyc02g086710,salt,true
Solyc02g086930,salt,true
Solyc02g087210,salt,true
Solyc02g087290,salt,true
Solyc02g087300,salt,true
Solyc02g087520,salt,true
Solyc02g087880,salt,true
Solyc02g087960,salt,true
Solyc02g088180,salt,true
Solyc02g088190,salt,true
Solyc02g088700,salt,true
Solyc02g088910,salt,true
Solyc02g089060,salt,true
Solyc02g089065,salt,true
Solyc02g089090,salt,true
Solyc02g089120,salt,true
Solyc02g089130,salt,true
Solyc02g089170,salt,true
Solyc02g090390,salt,true
Solyc02g090820,salt,true
Solyc02g090970,salt,true
Solyc02g090980,salt,true
Solyc02g090990,salt,true
Solyc02g091340,salt,true
Solyc02g091510,salt,true
Solyc02g091520,salt,true
Solyc02g091830,salt,true
Solyc02g092270,salt,true
Solyc02g092450,salt,true
Solyc02g092460,salt,true
Solyc02g092560,salt,true
Solyc02g092580,salt,true
Solyc02g092930,salt,true
Solyc02g093040,salt,true
Solyc02g093130,salt,true
Solyc02g093490,salt,true
Solyc02g093600,salt,true
Solyc02g093610,salt,true
Solyc02g093880,salt,true
Solyc02g093900,salt,true
Solyc02g093940,salt,true
Solyc02g094470,salt,true
Solyc03g005250,salt,true
Solyc03g005260,salt,true
Solyc03g005280,salt,true
Solyc03g005320,salt,true
Solyc03g005330,salt,true
Solyc03g005570,salt,true
Solyc03g005730,salt,true
Solyc03g005860,salt,true
Solyc03g005900,salt,true
Solyc03g005910,salt,true
Solyc03g005990,salt,true
Solyc03g006000,salt,true
Solyc03g006047,salt,true
Solyc03g006070,salt,true
Solyc03g006550,salt,true
Solyc03g006710,salt,true
Solyc03g006930,salt,true
Solyc03g007230,salt,true
Solyc03g007370,salt,true
Solyc03g007660,salt,true
Solyc03g007770,salt,true
Solyc03g007890,salt,true
Solyc03g019720,salt,true
Solyc03g019750,salt,true
Solyc03g019760,salt,true
Solyc03g019780,salt,true
Solyc03g019820,salt,true
Solyc03g025490,salt,true
Solyc03g025650,salt,true
Solyc03g025730,salt,true
Solyc03g025810,salt,true
Solyc03g026220,salt,true
Solyc03g026280,salt,true
Solyc03g026290,salt,true
Solyc03g026300,salt,true
Solyc03g032130,salt,true
Solyc03g033490,salt,true
Solyc03g033500,salt,true
Solyc03g033790,salt,true
Solyc03g033820,salt,true
Solyc03g044100,salt,true
Solyc03g044230,salt,true
Solyc03g044740,salt,true
Solyc03g044790,salt,true
Solyc03g062890,salt,true
Solyc03g063350,salt,true
Solyc03g063560,salt,true
Solyc03g070380,salt,true
Solyc03g070390,salt,true
Solyc03g070440,salt,true
Solyc03g071560,salt,true
Solyc03g079960,salt,true
Solyc03g080160,salt,true
Solyc03g083310,salt,true
Solyc03g083320,salt,true
Solyc03g083350,salt,true
Solyc03g083360,salt,true
Solyc03g083440,salt,true
Solyc03g083660,salt,true
Solyc03g083710,salt,true
Solyc03g083910,salt,true
Solyc03g083996,salt,true
Solyc03g083998,salt,true
Solyc03g093070,salt,true
Solyc03g093230,salt,true
Solyc03g093240,salt,true
Solyc03g093270,salt,true
Solyc03g093280,salt,true
Solyc03g093290,salt,true
Solyc03g093610,salt,true
Solyc03g093690,salt,true
Solyc03g093930,salt,true
Solyc03g093940,salt,true
Solyc03g094010,salt,true
Solyc03g094175,salt,true
Solyc03g095510,salt,true
Solyc03g095550,salt,true
Solyc03g095900,salt,true
Solyc03g096030,salt,true
Solyc03g096290,salt,true
Solyc03g096670,salt,true
Solyc03g096730,salt,true
Solyc03g097050,salt,true
Solyc03g097290,salt,true
Solyc03g097320,salt,true
Solyc03g097420,salt,true
Solyc03g097650,salt,true
Solyc03g097800,salt,true
Solyc03g097840,salt,true
Solyc03g097920,salt,true
Solyc03g098020,salt,true
Solyc03g098090,salt,true
Solyc03g098230,salt,true
Solyc03g098320,salt,true
Solyc03g110950,salt,true
Solyc03g111010,salt,true
Solyc03g111200,salt,true
Solyc03g111710,salt,true
Solyc03g111720,salt,true
Solyc03g112340,salt,true
Solyc03g112410,salt,true
Solyc03g112880,salt,true
Solyc03g113390,salt,true
Solyc03g113400,salt,true
Solyc03g113800,salt,true
Solyc03g113910,salt,true
Solyc03g113930,salt,true
Solyc03g114360,salt,true
Solyc03g114500,salt,true
Solyc03g114860,salt,true
Solyc03g114890,salt,true
Solyc03g114900,salt,true
Solyc03g114910,salt,true
Solyc03g114970,salt,true
Solyc03g115040,salt,true
Solyc03g115760,salt,true
Solyc03g115850,salt,true
Solyc03g115990,salt,true
Solyc03g116100,salt,true
Solyc03g116270,salt,true
Solyc03g116350,salt,true
Solyc03g116530,salt,true
Solyc03g116620,salt,true
Solyc03g117480,salt,true
Solyc03g117640,salt,true
Solyc03g117720,salt,true
Solyc03g117890,salt,true
Solyc03g118010,salt,true
Solyc03g118020,salt,true
Solyc03g118420,salt,true
Solyc03g118670,salt,true
Solyc03g118710,salt,true
Solyc03g118720,salt,true
Solyc03g118760,salt,true
Solyc03g118780,salt,true
Solyc03g118900,salt,true
Solyc03g118910,salt,true
Solyc03g119040,salt,true
Solyc03g119090,salt,true
Solyc03g119140,salt,true
Solyc03g119370,salt,true
Solyc03g119490,salt,true
Solyc03g119740,salt,true
Solyc03g120010,salt,true
Solyc03g120090,salt,true
Solyc03g120390,salt,true
Solyc03g120750,salt,true
Solyc03g120900,salt,true
Solyc03g121110,salt,true
Solyc03g121470,salt,true
Solyc03g121840,salt,true
Solyc03g121990,salt,true
Solyc03g122190,salt,true
Solyc03g122310,salt,true
Solyc03g123370,salt,true
Solyc03g123800,salt,true
Solyc03g123980,salt,true
Solyc03g160280,salt,true
Solyc03g161120,salt,true
Solyc04g005080,salt,true
Solyc04g005100,salt,true
Solyc04g005160,salt,true
Solyc04g005340,salt,true
Solyc04g005380,salt,true
Solyc04g005390,salt,true
Solyc04g005480,salt,true
Solyc04g005640,salt,true
Solyc04g005720,salt,true
Solyc04g005800,salt,true
Solyc04g007310,salt,true
Solyc04g007500,salt,true
Solyc04g007610,salt,true
Solyc04g007800,salt,true
Solyc04g007960,salt,true
Solyc04g007980,salt,true
Solyc04g008110,salt,true
Solyc04g008440,salt,true
Solyc04g008670,salt,true
Solyc04g008870,salt,true
Solyc04g009320,salt,true
Solyc04g009410,salt,true
Solyc04g009440,salt,true
Solyc04g009740,salt,true
Solyc04g009770,salt,true
Solyc04g009850,salt,true
Solyc04g009860,salt,true
Solyc04g010200,salt,true
Solyc04g011460,salt,true
Solyc04g011480,salt,true
Solyc04g011490,salt,true
Solyc04g011510,salt,true
Solyc04g012040,salt,true
Solyc04g012070,salt,true
Solyc04g012160,salt,true
Solyc04g014480,salt,true
Solyc04g014510,salt,true
Solyc04g014560,salt,true
Solyc04g014810,salt,true
Solyc04g014880,salt,true
Solyc04g015070,salt,true
Solyc04g015350,salt,true
Solyc04g016260,salt,true
Solyc04g017690,salt,true
Solyc04g018100,salt,true
Solyc04g024420,salt,true
Solyc04g026200,salt,true
Solyc04g048900,salt,true
Solyc04g048950,salt,true
Solyc04g049180,salt,true
Solyc04g049920,salt,true
Solyc04g049960,salt,true
Solyc04g050570,salt,true
Solyc04g050730,salt,true
Solyc04g051200,salt,true
Solyc04g051270,salt,true
Solyc04g054810,salt,true
Solyc04g054840,salt,true
Solyc04g054910,salt,true
Solyc04g054980,salt,true
Solyc04g055170,salt,true
Solyc04g056310,salt,true
Solyc04g056420,salt,true
Solyc04g056460,salt,true
Solyc04g056500,salt,true
Solyc04g057890,salt,true
Solyc04g064710,salt,true
Solyc04g072060,salt,true
Solyc04g072250,salt,true
Solyc04g072900,salt,true
Solyc04g073990,salt,true
Solyc04g074230,salt,true
Solyc04g074500,salt,true
Solyc04g074520,salt,true
Solyc04g074550,salt,true
Solyc04g074820,salt,true
Solyc04g076210,salt,true
Solyc04g076410,salt,true
Solyc04g076810,salt,true
Solyc04g077020,salt,true
Solyc04g077050,salt,true
Solyc04g077140,salt,true
Solyc04g077610,salt,true
Solyc04g077850,salt,true
Solyc04g077870,salt,true
Solyc04g077920,salt,true
Solyc04g077970,salt,true
Solyc04g077980,salt,true
Solyc04g078390,salt,true
Solyc04g078420,salt,true
Solyc04g078540,salt,true
Solyc04g078640,salt,true
